"headword","pos","dialect_id","jsonb_data"
"ajo","noun","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""turmeric"", ""journey, trip"", ""abroad""], ""parts_of_speech"": [""noun""], ""ipa"": [""/à.d͡ʒó/"", ""/à.d͡ʒò/""], ""examples"": [""àwọn ọmọ Nàìjá tó wà lájò""], ""dialect_assigned_default"": true}"
"eye","noun","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""mother, mom"", ""a term of familiarity or respect for an older woman, or older female relative, or a priestess"", ""mother, mom"", ""a term of familiarity or respect for an older woman, or older female relative""], ""parts_of_speech"": [""noun""], ""ipa"": [""/è.jé/"", ""/è.jē/""], ""examples"": [], ""dialect_assigned_default"": true}"
"he","verb","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""to come across, to come by"", ""(transitive) Ikalẹ form of sè (“to cook”)""], ""parts_of_speech"": [""verb""], ""ipa"": [""/hē/"", ""/hè/""], ""examples"": [""Mo rí ẹ̀bùn he, mo sì bẹ̀rẹ̀ sí í ṣí i."", ""Ìṣòro mìíràn tí mo dojúkọ, yàtọ̀ sí ti èdè, ni àníyàn léraléra pé kí àwọn ọlọ́pàá má he mí.""], ""dialect_assigned_default"": true}"
"uwe","noun","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""book, paper"", ""(zootomy) gizzard""], ""parts_of_speech"": [""noun""], ""ipa"": [""/ù.wé/"", ""/ū.wē/""], ""examples"": [], ""dialect_assigned_default"": true}"
"re","verb","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""to go"", ""to be"", ""to be"", ""to roast"", ""to nurse, to give specific attention to something or someone"", ""to soak, to become swollen (usually in reference to the skin)"", ""to exceed (in degree or dimension), to pass, to go across a mark"", ""to skim the top of a liquid"", ""To alter something, to cause something to be transferred or removed via supernatural or authoritative means"", ""to put a curse or spell on someone"", ""to trigger, to undergo a hit"", ""to dislocate, to suffer from a dislocated body part"", ""The syllable used to represent the mid-tone""], ""parts_of_speech"": [""verb"", ""noun""], ""ipa"": [""/ɾè/"", ""/ɾè/"", ""/ɾé/"", ""/ɾè/"", ""/ɾè/"", ""/ɾé/"", ""/ɾé/"", ""/ɾé/"", ""/ɾé/"", ""/ɾé/""], ""examples"": [""Àwòdì t'ó ń re Ìbarà, ẹ̀fúùfùú ta a nídìí pá; ó ní 'iṣẹ́ kúkú yá'"", ""Ọmọ mẹ́tàdínlógún ní mo rè"", ""Ìjẹ̀bú \""ré\"" m wa"", ""Ọmọ Ìjẹ̀bú \""ré\"" iye mi"", ""ara ọmọ náàá ré lọ́wọ́ọ nínà"", ""Ifá ré ikú lórí awo"", ""Pàkúté ré"", ""Ẹ̀yìn aboyún ré""], ""dialect_assigned_default"": true}"
"pata","noun","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""underwear, pants, briefs""], ""parts_of_speech"": [""noun""], ""ipa"": [""/k͡pá.tá/""], ""examples"": [], ""dialect_assigned_default"": true}"
"do","noun","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""The syllable used to represent the low-tone and its diacritic (`)"", ""to fuck"", ""to settle; to found a settlement"", ""to colonise""], ""parts_of_speech"": [""noun"", ""verb""], ""ipa"": [""/dò/"", ""/dó/"", ""/dó/""], ""examples"": [""Ẹ bá mi fàmì sí \""pàtàkì\""\n pà-tà-kì dò-dò-dò"", ""Àwọn Àwórì ló kọ́kọ́ dó sí Èkó.""], ""dialect_assigned_default"": true}"
"ke","verb","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""to cry; to shout; to scream"", ""to cut"", ""alternative form of kò""], ""parts_of_speech"": [""verb"", ""particle""], ""ipa"": [""/ké/"", ""/ké/"", ""/kè/""], ""examples"": [""Mo ké sí ọ"", ""Ìghọn ọlọ́ṣà kè gbe arù rẹ̀ rè""], ""dialect_assigned_default"": true}"
"kita","noun","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""dog""], ""parts_of_speech"": [""noun""], ""ipa"": [], ""examples"": [""Olú ó pa kítà ọdẹ.""], ""dialect_assigned_default"": true}"
"dada","noun","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""alternative letter-case form of Dàda (“a child born with matted, curly hair”)"", ""dreadlocks""], ""parts_of_speech"": [""noun""], ""ipa"": [""/dà.dā/""], ""examples"": [], ""dialect_assigned_default"": true}"
